,MWE,Previous,Target,Next
223,make head or tail of,"Everything was uncertain, every statement disputed,—position of the armies, total of forces engaged, munitions of war, orders given, orders received, movements of troops; nobody knew anything.","It was impossible to make head or tail of these confused, nonsensical, aimless operations which had ended in disaster; defending counsel and the accused himself were as much in the dark as were accuser, judges, and jury, and strange to say, not a soul would admit, whether to himself or to other people, that this was the case.","The judges took a childish delight in drawing plans and discussing problems of tactics and strategy, while the prisoner constantly betrayed his inborn predilection for crooked ways."
224,make head or tail of,"Then there are those new style of barometers, the long straight ones.",I never can make head or tail of those.,"There is one side for 10 a.m. yesterday, and one side for 10 a.m. to-day; but you can't always get there as early as ten, you know."
225,make head or tail of,Roland and the doctor were left face to face.,"""Can you make head or tail of it?""",said the father.
226,to the bone,"""And there again you are wrong.",A horse slips and injures a joint; a horse stumbles and breaks his knees to the bone; a horse eats out of a manger in which a glandered horse has eaten.,"There is a horse, while on the contrary, the hundred pistoles feed their master."""
227,to the bone,"While these fascinating animals were cooking, Ned prepared some bread from the artocarpus.",Then the pigeon and ringdove were devoured to the bones and declared excellent.,"Nutmeg, on which these birds habitually gorge themselves, sweetens their flesh and makes it delicious eating."
228,to the bone,He did not like to be approached on his blind side.,"Of this offence Buck was unwittingly guilty, and the first knowledge he had of his indiscretion was when Sol-leks whirled upon him and slashed his shoulder to the bone for three inches up and down.","Forever after Buck avoided his blind side, and to the last of their comradeship had no more trouble."
229,to the bone,This was Spitz’s opportunity.,"He sprang upon Buck, and twice his teeth sank into his unresisting foe and ripped and tore the flesh to the bone.","Then François’s lash descended, and Buck had the satisfaction of watching Spitz receive the worst whipping as yet administered to any of the teams."
230,to the bone,So he forced himself to think of something else.,"Frozen to the bone, he recalled a dream - or rather a vision which he had had when quite a child and of which he had never spoken to any one; one morning, instead of waking up in his room where his trousers and coat were hanging, he had found himself in a long green room with walls like foliage.",The light streaming into this place was so sweet that you could simply taste it.
231,to the bone,It was scarcely dawn when the carriage stopped on the road and Meaulnes was awakened by some one knocking at the window.,"With some difficulty the driver opened the door and shouted, while the icy wind froze the schoolboy to the bone: 'You get out here!",It's almost daylight.
232,to the bone,"Great rounds of beef, saddles of mutton, smoking tongues, veal and ham pies, turkeys and chickens, and geese, with every variety of vegetables, and a succession of fiery cherries and heavy ales were the main staple of the feast.","It was the same meal and the same cooking as their Norse or German ancestors might have sat down to fourteen centuries before, and, indeed, as I looked through the steam of the dishes at the lines of fierce and rugged faces, and the mighty shoulders which rounded themselves over the board, I could have imagined myself at one of those old-world carousals of which I had read, where the savage company gnawed the joints to the bone, and then, with murderous horseplay, hurled the remains at their prisoners.","Here and there the pale, aquiline features of a sporting Corinthian recalled rather the Norman type, but in the main these stolid, heavy-jowled faces, belonging to men whose whole life was a battle, were the nearest suggestion which we have had in modern times of those fierce pirates and rovers from whose loins we have sprung."
233,to the bone,"""They'll be in luck if they see their money again,"" said another.","""Harrison's no lady's-maid fighter, and he's blood to the bone.","He'd have a shy at it if his man was as big as Carlton House."""
234,to the bone,"""And there again you are wrong.",A horse slips and injures a joint; a horse stumbles and breaks his knees to the bone; a horse eats out of a manger in which a glandered horse has eaten.,"There is a horse, while on the contrary, the hundred pistoles feed their master."""
235,to the bone,"""And there again you are wrong.",A horse slips and injures a joint; a horse stumbles and breaks his knees to the bone; a horse eats out of a manger in which a glandered horse has eaten.,"There is a horse, while on the contrary, the hundred pistoles feed their master."""
236,to the bone,"While these fascinating animals were cooking, Ned prepared some bread from the artocarpus.",Then the pigeon and ringdove were devoured to the bones and declared excellent.,"Nutmeg, on which these birds habitually gorge themselves, sweetens their flesh and makes it delicious eating."
237,to the bone,"cried Pencroft, who was always ready with this cry of triumph.","""Give me but a good fire, and this pig shall be gnawed to the bones!""","Pencroft hoisted the capybara on his shoulders, and judging by the height of the sun that it was about two o'clock, he gave the signal to return."
238,to the bone,"And in the icy air there was a fury of faces, of gleaming eyes, of open mouths, a rut of famishing men, women, and children, let loose on the just pillage of the ancient wealth they had been deprived of.","They no longer felt the cold, these burning words had warmed them to the bone.","Religious exaltation raised them from the earth, a fever of hope like that of the Christians of the early Church awaiting the near coming of justice."
239,to the bone,He would have treated her as a worm if she had acknowledged her weariness.,The iron of the rungs must have cut her feet; it seemed to her that it was sawing in up to the bone.,"After every grip she expected to see her hands leave the uprights; they were so peeled and stiff she could not close her fingers, and she feared she would fall backward with torn shoulders and dislocated thighs in this continual effort."
240,lay a finger on,"He was not distressed by any definite thought, and he would have beenpuzzled to account, on the spur of the moment, for this dejection ofspirit and heaviness of limb.","He was hurt somewhere, without knowingwhere; somewhere within him there was a pin-point of pain--one of thosealmost imperceptible wounds which we cannot lay a finger on, but whichincommode us, tire us, depress us, irritate us--a slight and occultpang, as it were a small seed of distress.","When he reached the square in front of the theatre, he was attractedby the lights in the Cafe Tortoni, and slowly bent his steps to thedazzling facade; but just as he was going in he reflected that he wouldmeet friends there and acquaintances--people he would be obliged totalk to; and fierce repugnance surged up in him for this commonplacegood-fellowship over coffee cups and liqueur glasses."
241,make a point of,At first she thought of going to see him at the studio in the Place de Thionville.,"But knowing his touchy temper and judging from his letter that he was sick and sore, she feared he might come to regard daughter and father with the same angry displeasure and make a point of never seeing her again; so she deemed it wiser to invite him to a sentimental, romantic rendezvous which he could not well decline, where she would have ample time to cajole and charm him and where solitude would be her ally to fascinate his senses and overcome his scruples.","At this period, in all the English gardens and all the fashionable promenades, rustic cottages were to be found, built by clever architects, whose aim it was to flatter the taste of the city folk for a country life."
242,make a point of,"In vain did she entreat him to stand up with somebody else, and offer to introduce him to any young lady in the room.","He assured her, that as to dancing, he was perfectly indifferent to it; that his chief object was by delicate attentions to recommend himself to her and that he should therefore make a point of remaining close to her the whole evening.",There was no arguing upon such a project.
243,make a point of,At first she thought of going to see him at the studio in the Place de Thionville.,"But knowing his touchy temper and judging from his letter that he was sick and sore, she feared he might come to regard daughter and father with the same angry displeasure and make a point of never seeing her again; so she deemed it wiser to invite him to a sentimental, romantic rendezvous which he could not well decline, where she would have ample time to cajole and charm him and where solitude would be her ally to fascinate his senses and overcome his scruples.","At this period, in all the English gardens and all the fashionable promenades, rustic cottages were to be found, built by clever architects, whose aim it was to flatter the taste of the city folk for a country life."
244,make a point of,"""It's rather a rough day,"" said the man to us, as we put off: ""better take in a reef and luff sharp when you get round the bend.""","We said we would make a point of it, and left him with a cheery ""Good- morning,"" wondering to ourselves how you ""luffed,"" and where we were to get a ""reef"" from, and what we were to do with it when we had got it.","We rowed until we were out of sight of the town, and then, with a wide stretch of water in front of us, and the wind blowing a perfect hurricane across it, we felt that the time had come to commence operations."
245,broad in the beam,"""Ah!","She's not that old green launch with a yellow line, very broad in the beam?""","""No, indeed."
246,good offices,"""THAT was exactly like Robert,""--was his immediate observation.--""And THAT,"" he presently added, ""might perhaps be in HIS head when the acquaintance between them first began.",And Lucy perhaps at first might think only of procuring his good offices in my favour.,"Other designs might afterward arise."""
247,good offices,"""And when she has forgiven you, perhaps a little humility may be convenient while acknowledging a second engagement, almost as imprudent in HER eyes as the first.""","He had nothing to urge against it, but still resisted the idea of a letter of proper submission; and therefore, to make it easier to him, as he declared a much greater willingness to make mean concessions by word of mouth than on paper, it was resolved that, instead of writing to Fanny, he should go to London, and personally intreat her good offices in his favour.-- ""And if they really DO interest themselves,"" said Marianne, in her new character of candour, ""in bringing about a reconciliation, I shall think that even John and Fanny are not entirely without merit.""","After a visit on Colonel Brandon's side of only three or four days, the two gentlemen quitted Barton together.-- They were to go immediately to Delaford, that Edward might have some personal knowledge of his future home, and assist his patron and friend in deciding on what improvements were needed to it; and from thence, after staying there a couple of nights, he was to proceed on his journey to town."
248,good offices,This modest philosopher spoke only Danish and Latin.,"He came to proffer me his good offices in the language of Horace, and I felt that we were made to understand each other.",In fact he was the only person in Iceland with whom I could converse at all.
249,good offices,All hearts were moved.,"God's presence seemed to have come down into these narrow, gothic streets, decked on every side, and strewn with sand through the good offices of the faithful.",YOUNG
250,good offices,'Many of them are moved to tears if their dog breaks its paw.,"At Pere-Lachaise, when people strew flowers on their graves, as you so charmingly say in Paris, we are told that they combined all the virtues of the knights of old, and we hear of the great deeds of their ancestor who lived in the days of Henri IV: If, despite the good offices of Principe d'Araceli, I am not hanged, and if I ever come to enjoy my fortune in Paris, I hope to invite you to dine with nine or ten murderers who are honoured and feel no remorse.","'You and I, at that dinner, will be the only two whose hands are free from blood, but I shall be despised and almost hated, as a bloody and Jacobinical monster, and you will simply be despised as a plebeian who has thrust his way into good society.'"
251,good offices,This modest philosopher spoke only Danish and Latin.,"He came to proffer me his good offices in the language of Horace, and I felt that we were made to understand each other.",In fact he was the only person in Iceland with whom I could converse at all.
252,lend an ear,"At the epoch of this history, the cell in the Tour−Roland was occupied.","If the reader desires to know by whom, he has only to lend an ear to the conversation of three worthy gossips, who, at the moment when wehave directed his attention to the Rat−Hole, were directing their steps towards the same spot, coming up along the water's edge from the Châtelet, towards the Grève.",Two of these women were dressed like good ~bourgeoises~ of Paris.
253,lend an ear,As a measure of prudence he desired to be known and esteemed by the friends of Camille.,So he had to lend an ear to the idle talk of Grivet and old Michaud.,"The latter always related the same tales of robbery and murder, while Grivet spoke at the same time about his clerks, his chiefs, and his administration, until the young man sought refuge beside Olivier and Suzanne, whose stupidity seemed less wearisome."
254,good riddance,"Everything might smash up, she didn't care a hang!","Her son, that rascal Bébert, had also disappeared since morning, and she shouted that it would be a good riddance if he never came back.",Then she said that she would go to bed.
255,good riddance,"In avoiding her, Étienne tumbled on to Pierrone, who was running up across the gardens.","She had regarded her mother's death as a deliverance, for the old woman's violence threatened to get them hanged; nor did she weep over Pierron's little girl, that street-walker Lydie--a good riddance.",But she joined in with her neighbours with the idea of getting reconciled with them.
256,good riddance,Very good!,"he didn't care a hang, since the other had come to occupy the place that was still warm; good riddance!","It only concerned the gentleman if he liked the leavings; and beneath the exhibition of this contempt he was again seized by a tremor of jealousy, and his eyes flamed."
257,good riddance,he shouted to his wife.,"""It will be a good riddance.","We shall, perhaps, be happier when she is no longer here."""
258,on and off,"But the result of this first conversation was, that Baron Trampe placed himself entirely at the service of Professor Liedenbrock.","My uncle was just as courteously received by the mayor, M. Finsen, whose appearance was as military, and disposition and office as pacific, as the Governor's.","As for the bishop's suffragan, M. Picturssen, he was at that moment engaged on an episcopal visitation in the north."
259,on and off,"The Footman seemed to think this a good opportunity for repeating his remark, with variations.","'I shall sit here,' he said, 'on and off, for days and days.'",'But what am I to do?'
260,on and off,"The Footman seemed to think this a good opportunity for repeating his remark, with variations.","'I shall sit here,' he said, 'on and off, for days and days.'",'But what am I to do?'
261,on and off,"The Footman seemed to think this a good opportunity for repeating his remark, with variations.","'I shall sit here,' he said, 'on and off, for days and days.'",'But what am I to do?'
262,on and off,"She would have Sophie to look over all her ""toilettes,"" as she called frocks; to furbish up any that were ""_passees_,"" and to air and arrange the new.","For herself, she did nothing but caper about in the front chambers, jump on and off the bedsteads, and lie on the mattresses and piled-up bolsters and pillows before the enormous fires roaring in the chimneys.","From school duties she was exonerated: Mrs. Fairfax had pressed me into her service, and I was all day in the storeroom, helping (or hindering) her and the cook; learning to make custards and cheese-cakes and French pastry, to truss game and garnish desert-dishes."
263,on and off,"Even in the quiet of the cottage of Friar's Oak we could scarce have lived, were it not that in the blockading squadron in which my father was stationed there was the occasional chance of a little prize-money.","The line-of-battle ships themselves, tacking on and off outside Brest, could earn nothing save honour; but the frigates in attendance made prizes of many coasters, and these, as is the rule of the service, were counted as belonging to the fleet, and their produce divided into head-money.","In this manner my father was able to send home enough to keep the cottage and to pay for me at the day school of Mr. Joshua Allen, where for four years I learned all that he had to teach."
264,on and off,"""Come,"" he said, ""we must make haste, we have not a minute to spare.""","She pulled herself up, went to her son and offered him first one and then another cheek of white wax which he kissed without saying a word.",Then he shook hands with Mme.
265,on and off,"But the result of this first conversation was, that Baron Trampe placed himself entirely at the service of Professor Liedenbrock.","My uncle was just as courteously received by the mayor, M. Finsen, whose appearance was as military, and disposition and office as pacific, as the Governor's.","As for the bishop's suffragan, M. Picturssen, he was at that moment engaged on an episcopal visitation in the north."
266,to the hilt,"Injun Joe sprang to his feet, his eyes flaming with passion, snatched up Potter's knife, and went creeping, catlike and stooping, round and round about the combatants, seeking an opportunity.","All at once the doctor flung himself free, seized the heavy headboard of Williams' grave and felled Potter to the earth with it--and in the same instant the half-breed saw his chance and drove the knife to the hilt in the young man's breast.","He reeled and fell partly upon Potter, flooding him with his blood, and in the same moment the clouds blotted out the dreadful spectacle and the two frightened boys went speeding away in the dark."
267,to the hilt,"They made an imposing adventure of it, saying, ""Hist!""","every now and then, and suddenly halting with finger on lip; moving with hands on imaginary dagger-hilts; and giving orders in dismal whispers that if ""the foe"" stirred, to ""let him have it to the hilt,"" because ""dead men tell no tales.""","They knew well enough that the raftsmen were all down at the village laying in stores or having a spree, but still that was no excuse for their conducting this thing in an unpiratical way."
268,to the hilt,"Fresh sharpened by his victory, full of hopes of future favor, he was resolved not to recoil a step.","So the two swords were crossed close to the hilts, and as d’Artagnan stood firm, it was his adversary who made the retreating step; but d’Artagnan seized the moment at which, in this movement, the sword of Bernajoux deviated from the line.","He freed his weapon, made a lunge, and touched his adversary on the shoulder."
269,to the hilt,"Injun Joe sprang to his feet, his eyes flaming with passion, snatched up Potter's knife, and went creeping, catlike and stooping, round and round about the combatants, seeking an opportunity.","All at once the doctor flung himself free, seized the heavy headboard of Williams' grave and felled Potter to the earth with it--and in the same instant the half-breed saw his chance and drove the knife to the hilt in the young man's breast.","He reeled and fell partly upon Potter, flooding him with his blood, and in the same moment the clouds blotted out the dreadful spectacle and the two frightened boys went speeding away in the dark."
270,to the hilt,"They made an imposing adventure of it, saying, ""Hist!""","every now and then, and suddenly halting with finger on lip; moving with hands on imaginary dagger-hilts; and giving orders in dismal whispers that if ""the foe"" stirred, to ""let him have it to the hilt,"" because ""dead men tell no tales.""","They knew well enough that the raftsmen were all down at the village laying in stores or having a spree, but still that was no excuse for their conducting this thing in an unpiratical way."
271,to the hilt,"It was dreadful to see the big Germans running and screaming while the cuirassiers stood up in their stirrups to have a better sweep for their long, heavy swords, and cut and stabbed without mercy.","I do not believe that a hundred men of that regiment were left alive; and the Frenchmen came back across our front, shouting at us and waving their weapons, which were crimson down to the hilts.","This they did to draw our fire, but the colonel was too old a soldier; for we could have done little harm at the distance, and they would have been among us before we could reload."
272,to the hilt,"Fresh sharpened by his victory, full of hopes of future favor, he was resolved not to recoil a step.","So the two swords were crossed close to the hilts, and as d’Artagnan stood firm, it was his adversary who made the retreating step; but d’Artagnan seized the moment at which, in this movement, the sword of Bernajoux deviated from the line.","He freed his weapon, made a lunge, and touched his adversary on the shoulder."
273,to the hilt,"Fresh sharpened by his victory, full of hopes of future favor, he was resolved not to recoil a step.","So the two swords were crossed close to the hilts, and as d'Artagnan stood firm, it was his adversary who made the retreating step; but d'Artagnan seized the moment at which, in this movement, the sword of Bernajoux deviated from the line.","He freed his weapon, made a lunge, and touched his adversary on the shoulder."
274,to the hilt,"said the Jesuit, Baron of Thunder-ten-tronckh, and struck him across the face with the flat side of his sword.","Candide in an instant drew his rapier and plunged it up to the hilt in the Jesuit's body; but in pulling it out reeking hot, he burst into tears.","""Good God!"""
275,to the hilt,cried he.,"""If I had not fortunately run my sword up to the hilt in the body of Miss Cunegund's brother, I should have certainly been eaten alive.","But, after all, pure nature is an excellent thing; since these people, instead of eating me, showed me a thousand civilities as soon as they knew was not a Jesuit."""
276,follow suit,"If Captain Nemo let it approach, a chance for salvation might be available to us.","""Sir,"" Ned Land told me, ""if that boat gets within a mile of us, I'm jumping overboard, and I suggest you follow suit.""","I didn't reply to the Canadian's proposition but kept watching the ship, which was looming larger on the horizon."
277,follow suit,"If Captain Nemo let it approach, a chance for salvation might be available to us.","""Sir,"" Ned Land told me, ""if that boat gets within a mile of us, I'm jumping overboard, and I suggest you follow suit.""","I didn't reply to the Canadian's proposition but kept watching the ship, which was looming larger on the horizon."
278,sick to death,One day when Dr. Somerton was down with a fever a little Andaman Islander was picked up by a convict-gang in the woods.,"He was sick to death, and had gone to a lonely place to die.","I took him in hand, though he was as venomous as a young snake, and after a couple of months I got him all right and able to walk."
279,sick to death,"Julien told himself with entire conviction; 'I am, when all is said, a very dull creature, very common, very tedious to others, quite insupportable to myself.'","He was sick to death of all his own good qualities, of all the things that he had loved with enthusiasm; and in this state of inverted imagination he set to work to criticise life with his imagination.",This is an error that stamps a superior person.
280,sick to death,How the words rang in his ears!,"His soul, certainly, was sick to death.",Was it true that the senses could cure it?
281,let alone,"""Well, that is beautiful, Miss Jane!","It is as fine a picture as any Miss Reed's drawing-master could paint, let alone the young ladies themselves, who could not come near it: and have you learnt French?""","""Yes, Bessie, I can both read it and speak it."""
282,let alone,"Madame de Renal remained speechless; they were standing close together, looking at one another.","Julien had never seen a person so well dressed as this, let alone a woman with so exquisite a complexion, to speak to him in a gentle tone.",Madame de Renal looked at the large tears which lingered on the cheeks (so pallid at first and now so rosy) of this young peasant.
283,let alone,"The day passed slowly for Julien, he spent the whole of it in clumsily carrying out his plan of seduction.","He never once looked at Madame de Renal without embodying a question in his look; he was not, however, such a fool as not to see that he was failing completely to be agreeable, let alone seductive.",Madame de Renal could not get over her astonishment at finding him so awkward and at the same time so bold.
284,let alone,'You will find in her drawing-room many great noblemen speaking of our Princes in a tone of singular disrespect.,"As for Madame de La Mole, she lowers her voice in respect whenever she names a Prince, let alone a Princess.",I should not advise you to say in her hearing that Philip II or Henry VIII was a monster.
285,food for thought,"It argues, you see, a power of comparison and of appreciation which is in itself a proof of nobility.",There is much food for thought in Richter.,"You have not a pistol, have you?"""
286,food for thought,"An English criminal, you know, is always better concealed in London than anywhere else.""","This observation furnished the detective food for thought, and meanwhile the consul went away to his office.","Fix, left alone, was more impatient than ever, having a presentiment that the robber was on board the Mongolia."
287,food for thought,"The young girl's attention had been attracted to him for the last few moments; she had repeatedly turned her head towards him with uneasiness; she had even once come to a standstill, and taking advantage of a ray of light which escaped from a half−open bakery to survey him intently, from head to foot, then, having cast this glance, Gringoire had seen her make that little pout which he had already noticed, after which she passed on.",This little pout had furnished Gringoire with food for thought.,There was certainly both disdain and mockery in that graceful grimace.
288,food for thought,'Indeed!',"said Julien, to whom this last statement gave food for thought.","'Never go anywhere except to me, I will give you your coffee."
289,food for thought,"An English criminal, you know, is always better concealed in London than anywhere else.""","This observation furnished the detective food for thought, and meanwhile the consul went away to his office.","Fix, left alone, was more impatient than ever, having a presentiment that the robber was on board the Mongolia."
290,food for thought,"An English criminal, you know, is always better concealed in London than anywhere else.""","This observation furnished the detective food for thought, and meanwhile the consul went away to his office.","Fix, left alone, was more impatient than ever, having a presentiment that the robber was on board the Mongolia."
291,go to the dogs,When Sunday came one slept from weariness.,"The only pleasures were to get drunk and to get a child with one's wife; then the beer swelled the belly, and the child, later on, left you to go to the dogs.","No, it was certainly not a joke."
292,old hat,There were some complaints; she intercepted them.,"To get money she began selling her old gloves, her old hats, the old odds and ends, and she bargained rapaciously, her peasant blood standing her in good stead.","Then on her journey to town she picked up nick-nacks secondhand, that, in default of anyone else, Monsieur Lheureux would certainly take off her hands."
293,old hat,"He was standing bareheaded, a long roll of parchment in his hand, behind the arm−chair in which was seated, his body ungracefully doubled up, his knees crossed, his elbow on the table, a very badly accoutred personage.","Let the reader imagine in fact, on the rich seat of Cordova leather, two crooked knees, two thin thighs, poorly clad in black worsted tricot, a body enveloped in a cloak of fustian, with fur trimming of which more leather than hair was visible; lastly, to crown all, a greasy old hat of the worst sort of black cloth, bordered with a circular string of leaden figures.","This, in company with a dirty skull−cap, which hardly allowed a hair to escape, was all that distinguished the seated personage."
294,old hat,"They want it, and you will get your money back.""",He alluded to an old hatred which existed between the concession of Montsou and that of Vandame.,"In spite of the latter's slight importance, its powerful neighbour was enraged at seeing, enclosed within its own sixty-seven communes, this square league which did not belong to it, and after having vainly tried to kill it had plotted to buy it at a low price when in a failing condition."
295,old hat,"But rage was now carrying him away, and the two men were face to face with inflamed eyes.","It was an old hatred, a jealousy long unacknowledged, which was breaking out.",One of them now must do for the other.
296,up in the air,"""Oh, yes; more than five hundred years.""","""Well,"" replied my uncle, who was frantically locking his legs together to keep himself from jumping up in the air, ""that is where I mean to begin my geological studies, there on that Seffel--Fessel--what do you call it?""","""Snæfell,"" replied the excellent M. Fridrikssen."
297,up in the air,"Thornton was sent spinning, and saved himself from falling only by clutching the rail of the bar.","Those who were looking on heard what was neither bark nor yelp, but a something which is best described as a roar, and they saw Buck’s body rise up in the air as he left the floor for Burton’s throat.","The man saved his life by instinctively throwing out his arm, but was hurled backward to the floor with Buck on top of him."
298,up in the air,"On the other side, in between the wall and the outhouses of the estate, was a long narrow courtyard as full of carriages as the yard of an inn on the day of a fair.","These carriages were of all kinds and shapes: some elegant and small four-seaters with their shafts up in the air; wagonettes ; coaches quite out of date with their moulded cornices, and even some old berlins with windows raised.","Meaulnes, hidden behind the firs for fear of being seen, was examining the disorder of the place when he noticed, on the other side of the yard, just above the driver's seat of a tall wagonette, a window in one of the outhouses, half open."
299,up in the air,"There's the weak point, there at the gap.","I would sweep it with my guns, then roll in my cavalry, push the infantry on in grand columns, and that wing would find itself up in the air.","Eh, Jack, where would your volunteers be?"""
300,up in the air,"I am very sorry, but it will be my duty to declare it forfeit against you.""","There was a sudden swirl in the crowd, a rush, a shout, and high up in the air there spun an old black hat, floating over the heads of the ring-siders and flickering down within the ropes.","""Saved, by the Lord!"""
301,up in the air,Then we all got mad.,"We took that tin out on the bank, and Harris went up into a field and got a big sharp stone, and I went back into the boat and brought out the mast, and George held the tin and Harris held the sharp end of his stone against the top of it, and I took the mast and poised it high up in the air, and gathered up all my strength and brought it down.",It was George's straw hat that saved his life that day.
302,up in the air,"""Oh, yes; more than five hundred years.""","""Well,"" replied my uncle, who was frantically locking his legs together to keep himself from jumping up in the air, ""that is where I mean to begin my geological studies, there on that Seffel--Fessel--what do you call it?""","""Snæfell,"" replied the excellent M. Fridrikssen."
303,up in the air,The habit of discipline made the men stand in rows while the engineer passed through the group without a word.,"He got into one tram, and the head captain into another, the signal was sounded five times, ringing for the butcher s meat, as they said for the masters; and the cage flew up in the air in the midst of a gloomy silence.",Chapter 6
304,up in the air,"Only Mouquette was showing her teeth with laughter, amused at the way in which Mother Brulé was abusing her daughter, an unnatural creature who had sent her away that she might gorge herself with rabbit, a creature who had sold herself and who fattened on her man's baseness.","And Jeanlin had planted himself on the pile of wood, hoisting up Lydie and making Bébert follow him, all three higher up in the air than any one else.","The quarrel was raised by Rasseneur, who wished to proceed formally to the election of officers."
305,up in the air,"Laurent continued tugging at Camille, pressing with one hand on his throat.","With the other hand he ended by tearing his victim away from the side of the skiff, and held him up in the air, in his powerful arms, like a child.","As he bent down his head, his victim, mad with rage and terror, twisted himself round, and reaching forward with his teeth, buried them in the neck of his aggressor."
306,meat and potatoes,"I have got butter, coffee, and chicory from him.","I was even going to get the meat and potatoes there, only I saw that he was grumbling.","Seven sous for the chitterlings, eighteen for the potatoes, and I've got three francs seventy-five left for a ragout and a meat soup."
307,make hay,"We were now outside Thornfield gates, and bowling lightly along the smooth road to Millcote, where the dust was well laid by the thunderstorm, and, where the low hedges and lofty timber trees on each side glistened green and rain-refreshed.","""In that field, Adele, I was walking late one evening about a fortnight since--the evening of the day you helped me to make hay in the orchard meadows; and, as I was tired with raking swaths, I sat down to rest me on a stile; and there I took out a little book and a pencil, and began to write about a misfortune that befell me long ago, and a wish I had for happy days to come: I was writing away very fast, though daylight was fading from the leaf, when something came up the path and stopped two yards off me.",I looked at it.
308,win the day,"He was of the sort who combine enthusiasm with long-suffering, who, after each check, set about organizing the victory that is impossible, but is bound to come.",And verily they must win the day.,"These men of no account, who had destroyed Royalty and upset the old order of things, this Trubert, a penniless optician, this Évariste Gamelin, an unknown dauber, could expect no mercy from their enemies."
309,win the day,"exclaimed the citoyenne, agog to have a hand in so promising an intrigue.","""Again it may be,"" Brotteaux went on, ""that La Vendée will win the day and the rule of the priests be set up again over heaps of ruins and piles of corpses.","You cannot conceive, dear heart, the empire the clergy still wields over the masses of the foolish,..."
310,win the day,"He was of the sort who combine enthusiasm with long-suffering, who, after each check, set about organizing the victory that is impossible, but is bound to come.",And verily they must win the day.,"These men of no account, who had destroyed Royalty and upset the old order of things, this Trubert, a penniless optician, this Évariste Gamelin, an unknown dauber, could expect no mercy from their enemies."
311,win the day,"exclaimed the citoyenne, agog to have a hand in so promising an intrigue.","""Again it may be,"" Brotteaux went on, ""that La Vendée will win the day and the rule of the priests be set up again over heaps of ruins and piles of corpses.","You cannot conceive, dear heart, the empire the clergy still wields over the masses of the foolish,..."
312,make light of,"The voice of Mrs. Fairfax, speaking to a servant in the hall, wakened you: and how curiously you smiled to and at yourself, Janet!","There was much sense in your smile: it was very shrewd, and seemed to make light of your own abstraction.","It seemed to say--'My fine visions are all very well, but I must not forget they are absolutely unreal."
313,make light of,"Thus engaged, he appeared, sitting in his own recess, quiet and absorbed enough; but that blue eye of his had a habit of leaving the outlandish- looking grammar, and wandering over, and sometimes fixing upon us, his fellow-students, with a curious intensity of observation: if caught, it would be instantly withdrawn; yet ever and anon, it returned searchingly to our table.","I wondered what it meant: I wondered, too, at the punctual satisfaction he never failed to exhibit on an occasion that seemed to me of small moment, namely, my weekly visit to Morton school; and still more was I puzzled when, if the day was unfavourable, if there was snow, or rain, or high wind, and his sisters urged me not to go, he would invariably make light of their solicitude, and encourage me to accomplish the task without regard to the elements.","""Jane is not such a weakling as you would make her,"" he would say: ""she can bear a mountain blast, or a shower, or a few flakes of snow, as well as any of us."
314,make light of,"She told me she did not know exactly how it was ordered, but she had been told that my mother had left a sum of money, and had tied her plantation for the payment of it, to be made good to the daughter, if ever she could be heard of, either in England or elsewhere; and that the trust was left with this son, who was the person that we saw with his father.","This was news too good for me to make light of, and, you may be sure, filled my heart with a thousand thoughts, what course I should take, how, and when, and in what manner I should make myself known, or whether I should ever make myself know or no.","Here was a perplexity that I had not indeed skill to manage myself in, neither knew I what course to take."
315,make light of,"Any known danger he could face with a firm lip, but this suspense was unnerving.","He concealed his fears from his daughter, however, and affected to make light of the whole matter, though she, with the keen eye of love, saw plainly that he was ill at ease.","He expected that he would receive some message or remonstrance from Young as to his conduct, and he was not mistaken, though it came in an unlooked-for manner."
316,make light of,"It seemed an excessive punishment, I thought; but my cousin thought not, and hoped it would all soon be over.","I tried to reassure her, and to make light of the whole affair.","I said that the fact evidently was that I was not rowing as fast as I fancied I was, but that we should soon reach the lock now; and I pulled on for another mile."
317,hit the nail on the head,"""No, no.","Still, we can't deny that you hit the nail on the head sometimes.",Dear me!
318,hit the nail on the head,"Better still, now Art was ruined, she would obtain Évariste a post in Morhardt's bank or with the Brothers Perregaux, or a place as clerk in the office of an army contractor.","Then she reflected that this was not what a man of his character needed; and, after a moment's thought, she nodded in sign that she had hit the nail on the head:","""There are still several jurymen left to be appointed on the Revolutionary Tribunal."
319,hit the nail on the head,In the Rue Honoré the coachman struck his cocked hat against a burlesque effigy of Marat swinging from the cord of a street lantern.,"The fellow, heartened by the incident, turned round to his fares and told them how, only last night, the tripe-seller in the Rue Montorgueil had smeared blood over Marat's head, declaring: ""That's the stuff he liked,"" and how some little scamps of ten had thrown the bust into the sewer, and how the spectators had hit the nail on the head, shouting: ""That's the Panthéon for him!""","Meanwhile, from every eating-house and restaurateur's voices could be heard singing:"
320,hit the nail on the head,"Better still, now Art was ruined, she would obtain Évariste a post in Morhardt's bank or with the Brothers Perregaux, or a place as clerk in the office of an army contractor.","Then she reflected that this was not what a man of his character needed; and, after a moment's thought, she nodded in sign that she had hit the nail on the head:","""There are still several jurymen left to be appointed on the Revolutionary Tribunal."
